ID,Date,Time,Location,District,Lat,Lng,Region,Vehicle_Type,Weather,Road_Type,Light_Condition,Severity,Cause,Injuries,Fatalities,Driver_Age,Age_Group
20250289,2025-02-15,17:05,"Kattappana Road, Idukki",Idukki,9.740456,77.108266,South,SUV,Clear,Rural Road,Daylight,Minor,Signal violation,1,0,23,<26
20250290,2025-10-27,20:47,"Attingal Bypass, Thiruvananthapuram",Thiruvananthapuram,8.697396,76.810293,South,Bus,Rainy,National Highway,Darkness (Unlit),Fatal,Wrong-side driving,6,2,57,41-60
20250291,2025-11-14,07:47,"NH-66, Kuttippuram, Malappuram",Malappuram,10.86731,75.948445,South,Van,Rainy,City Road,Daylight,Minor,Vehicle malfunction,2,0,50,41-60
20250292,2025-08-24,23:45,"NH-85, Munnar Road, Idukki",Idukki,9.989299,77.070137,South,Truck,Rainy,City Road,Darkness (Lit),Minor,Signal violation,3,0,45,41-60
20250293,2025-05-14,07:27,"Kozhinjampara Road, Palakkad",Palakkad,10.722519,76.83175,South,Motorcycle,Heatwave,National Highway,Daylight,Fatal,Drunk driving,3,3,45,41-60
20250294,2025-10-03,07:01,Palakkad-Coimbatore Highway (NH-544),Palakkad,10.776801,76.650985,South,Motorcycle,Rainy,National Highway,Daylight,Fatal,Tailgating,8,1,38,26-40
20250295,2025-11-15,06:34,"Thalassery Road, Kannur",Kannur,11.741762,75.487857,South,Motorcycle,Rainy,Rural Road,Daylight,Minor,Brake failure,1,0,31,26-40
20250296,2025-11-04,00:16,"Tirur Road, Malappuram",Malappuram,10.901075,75.924454,South,Car,Clear,City Road,Darkness (Unlit),Minor,Distracted driving,0,0,37,26-40
20250297,2025-11-15,19:35,"NH-66, Kuttippuram, Malappuram",Malappuram,10.849425,75.933481,South,Car,Cloudy,City Road,Twilight,Minor,Using phone while driving,2,0,29,26-40
20250298,2025-08-19,20:21,"Mavoor Road, Kozhikode",Kozhikode,11.247645,75.820814,South,Motorcycle,Rainy,City Road,Darkness (Unlit),Major,Overloading,6,0,21,<26
20250299,2025-07-06,15:33,"NH-66, Kasaragod Bypass",Kasaragod,12.492526,74.990682,South,Car,Cloudy,State Highway,Daylight,Major,Drunk driving,7,0,28,26-40
20250300,2025-04-14,14:22,"MC Road, Kottayam",Kottayam,9.599248,76.531524,South,Bus,Clear,City Road,Daylight,Minor,Vehicle malfunction,2,0,35,26-40
20250301,2025-07-04,11:11,"Ranni Road, Pathanamthitta",Pathanamthitta,9.386521,76.789375,South,Motorcycle,Stormy,National Highway,Daylight,Major,Lane changing without signal,2,0,20,<26
20250302,2025-12-10,13:28,"Pandalam Road, Pathanamthitta",Pathanamthitta,9.213356,76.645541,South,Car,Clear,City Road,Daylight,Fatal,Lane changing without signal,3,3,44,41-60
20250303,2025-04-25,12:41,"Seaport-Airport Road, Kochi",Ernakulam,10.020744,76.34461,South,Motorcycle,Clear,City Road,Daylight,Major,Wrong-side driving,6,0,21,<26
20250304,2025-02-20,08:22,"NH-66, Kuttippuram, Malappuram",Malappuram,10.846691,75.949433,South,Lorry,Clear,City Road,Daylight,Major,Sleep deprivation,4,0,36,26-40
20250305,2025-05-08,16:38,"Vythiri Ghat Road, Wayanad",Wayanad,11.525546,76.059217,South,Motorcycle,Heatwave,National Highway,Daylight,Major,Drunk driving,2,0,30,26-40
20250306,2025-02-14,11:21,"NH-66, Kannur Bypass",Kannur,11.883365,75.380868,South,Motorcycle,Cloudy,City Road,Daylight,Major,Road rage,3,0,19,<26
20250307,2025-06-14,13:17,"Kottarakkara Junction, Kollam",Kollam,9.004426,76.781858,South,Car,Rainy,City Road,Daylight,Minor,Bad lighting,3,0,43,41-60
20250308,2025-02-27,16:50,Kannur-Mananthavady Road,Kannur,11.879894,75.686925,South,Motorcycle,Windy,City Road,Daylight,Major,Vehicle malfunction,5,1,32,26-40
20250309,2025-02-21,15:19,"Sultan Bathery Road, Wayanad",Wayanad,11.665104,76.27028,South,Motorcycle,Clear,Residential Street,Daylight,Major,Signal violation,4,0,18,<26
20250310,2025-02-25,11:11,"Kattappana Road, Idukki",Idukki,9.748241,77.121235,South,Motorcycle,Rainy,City Road,Daylight,Minor,Over-speeding,2,0,34,26-40
20250311,2025-07-03,17:51,"NH-66, Alappuzha Bypass",Alappuzha,9.488015,76.346063,South,Auto-rickshaw,Foggy,City Road,Daylight,Major,Sleep deprivation,5,1,41,41-60
20250312,2025-05-02,14:49,"NH-66, Kasaragod Bypass",Kasaragod,12.495745,74.978344,South,Motorcycle,Windy,Rural Road,Daylight,Minor,Tire burst,2,0,34,26-40
20250313,2025-11-24,15:07,"Thekkady Road, Idukki",Idukki,9.596283,77.161874,South,Motorcycle,Stormy,City Road,Daylight,Minor,Bad lighting,0,0,29,26-40
20250314,2025-05-20,08:35,"Feroke Junction, Kozhikode",Kozhikode,11.177843,75.846355,South,Motorcycle,Clear,State Highway,Daylight,Major,Road rage,5,1,27,26-40
20250315,2025-11-18,17:35,"Kakkanad, Kochi",Ernakulam,10.019626,76.340804,South,Auto-rickshaw,Cloudy,State Highway,Daylight,Minor,Over-speeding,3,0,55,41-60
20250316,2025-03-22,09:19,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.490696,76.932806,South,Auto-rickshaw,Clear,City Road,Daylight,Major,Tire burst,7,0,28,26-40
20250317,2025-05-23,18:16,"Perumbavoor Road, Ernakulam",Ernakulam,10.114255,76.472472,South,Truck,Clear,State Highway,Twilight,Major,Overloading,6,0,48,41-60
20250318,2025-06-09,09:16,"Calicut Beach Road, Kozhikode",Kozhikode,11.249303,75.762905,South,Auto-rickshaw,Rainy,National Highway,Daylight,Major,Over-speeding,4,0,18,<26
20250319,2025-05-11,17:18,"Kuttanad Road, Alappuzha",Alappuzha,9.407039,76.415414,South,Auto-rickshaw,Heatwave,State Highway,Daylight,Minor,Wrong-side driving,3,0,18,<26
20250320,2025-03-20,10:52,"Karunagappally Road, Kollam",Kollam,9.048815,76.541997,South,Car,Windy,State Highway,Daylight,Minor,Over-speeding,0,0,56,41-60
20250321,2025-12-10,13:59,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.554206,76.932003,South,Auto-rickshaw,Cloudy,National Highway,Daylight,Minor,Wrong-side driving,0,0,31,26-40
20250322,2025-06-17,13:38,"Perinthalmanna Road, Malappuram",Malappuram,10.963308,76.230334,South,Truck,Rainy,City Road,Daylight,Fatal,Tire burst,10,4,48,41-60
20250323,2025-01-28,18:40,Kannur-Mananthavady Road,Kannur,11.866769,75.668442,South,Motorcycle,Foggy,National Highway,Twilight,Minor,Over-speeding,3,0,20,<26
20250324,2025-11-26,16:42,"Seaport-Airport Road, Kochi",Ernakulam,10.025981,76.353132,South,SUV,Rainy,State Highway,Daylight,Minor,Vehicle malfunction,1,0,35,26-40
20250325,2025-04-17,10:23,"Guruvayur Road, Thrissur",Thrissur,10.606628,76.034994,South,Car,Heatwave,National Highway,Daylight,Major,Distracted driving,4,0,45,41-60
20250326,2025-03-17,11:01,"Vadakkanchery Road, Thrissur",Thrissur,10.525454,76.502668,South,Motorcycle,Clear,Rural Road,Daylight,Major,Vehicle malfunction,1,0,21,<26
20250327,2025-02-21,08:57,"Attingal Bypass, Thiruvananthapuram",Thiruvananthapuram,8.685347,76.826119,South,Bus,Foggy,State Highway,Daylight,Major,Distracted driving,4,0,35,26-40
20250328,2025-11-26,14:18,"Sultan Bathery Road, Wayanad",Wayanad,11.655689,76.259668,South,Motorcycle,Rainy,State Highway,Daylight,Minor,Over-speeding,0,0,20,<26
20250329,2025-01-15,08:09,"Paravur Road, Kollam",Kollam,8.797504,76.664346,South,Motorcycle,Rainy,State Highway,Daylight,Minor,Over-speeding,3,0,29,26-40
20250330,2025-01-11,18:59,"NH-66, Kozhikode Bypass",Kozhikode,11.255895,75.789528,South,Car,Clear,Residential Street,Twilight,Minor,Signal violation,0,0,26,26-40
20250331,2025-09-20,15:09,"NH-66, Kazhakkoottam, Thiruvananthapuram",Thiruvananthapuram,8.557251,76.87386,South,Tractor,Rainy,National Highway,Daylight,Minor,Over-speeding,0,0,38,26-40
20250332,2025-11-06,01:33,"Kozhinjampara Road, Palakkad",Palakkad,10.721792,76.837525,South,Truck,Cloudy,City Road,Darkness (Lit),Minor,Vehicle malfunction,0,0,36,26-40
20250333,2025-06-23,07:24,Kottayam-Kumily Road (NH-183),Kottayam,9.558502,76.898395,South,Motorcycle,Rainy,National Highway,Daylight,Major,Signal violation,6,1,30,26-40
20250334,2025-05-29,11:28,"Vadakkanchery Road, Thrissur",Thrissur,10.529418,76.504907,South,Auto-rickshaw,Clear,National Highway,Daylight,Major,Tire burst,5,0,47,41-60
20250335,2025-09-17,14:09,"Kuttanad Road, Alappuzha",Alappuzha,9.407561,76.42372,South,Van,Rainy,National Highway,Daylight,Minor,Signal violation,2,0,30,26-40
20250336,2025-02-27,11:28,"Sultan Bathery Road, Wayanad",Wayanad,11.655609,76.261832,South,Motorcycle,Rainy,Rural Road,Daylight,Major,Tailgating,7,0,19,<26
20250337,2025-09-26,15:13,"Aluva Bypass, Ernakulam",Ernakulam,10.098506,76.365943,South,Motorcycle,Rainy,Residential Street,Daylight,Fatal,Wrong-side driving,9,3,34,26-40
20250338,2025-01-13,09:44,"NH-66, Kundara, Kollam",Kollam,8.98164,76.688736,South,Bus,Clear,City Road,Daylight,Major,Drunk driving,7,0,49,41-60
20250339,2025-10-21,12:49,"MC Road, Kottayam",Kottayam,9.587022,76.523772,South,Bus,Rainy,State Highway,Daylight,Fatal,Over-speeding,1,3,30,26-40
20250340,2025-12-14,15:03,"Guruvayur Road, Thrissur",Thrissur,10.591157,76.053881,South,Bus,Clear,National Highway,Daylight,Major,Overloading,6,0,50,41-60
20250341,2025-02-01,10:57,"Kalpetta-Mananthavady Road, Wayanad",Wayanad,11.61423,76.09373,South,Auto-rickshaw,Foggy,National Highway,Daylight,Major,Animal crossing,5,0,56,41-60
20250342,2025-04-17,09:49,"NH-85, Munnar Road, Idukki",Idukki,10.00161,77.064223,South,Truck,Clear,National Highway,Daylight,Minor,Over-speeding,3,0,67,60+
20250343,2025-05-12,18:15,"Seaport-Airport Road, Kochi",Ernakulam,10.035777,76.348252,South,Auto-rickshaw,Heatwave,Residential Street,Twilight,Minor,Animal crossing,1,0,31,26-40
20250344,2025-01-26,01:05,"Karunagappally Road, Kollam",Kollam,9.045012,76.540943,South,SUV,Clear,City Road,Darkness (Unlit),Fatal,Drunk driving,1,4,33,26-40
20250345,2025-05-21,18:18,"Seaport-Airport Road, Kochi",Ernakulam,10.016763,76.347635,South,Truck,Heatwave,Rural Road,Twilight,Minor,Pedestrian error,0,0,47,41-60
20250346,2025-04-10,07:23,"Vytilla Junction, Kochi",Ernakulam,9.94598,76.322233,South,Motorcycle,Clear,State Highway,Daylight,Fatal,Wrong-side driving,8,3,23,<26
20250347,2025-05-21,20:00,"Vythiri Ghat Road, Wayanad",Wayanad,11.523293,76.053252,South,Bus,Clear,National Highway,Darkness (Lit),Fatal,Poor road condition,7,4,40,26-40
20250348,2025-07-10,17:32,"Thekkady Road, Idukki",Idukki,9.601768,77.151181,South,Car,Rainy,City Road,Daylight,Minor,Brake failure,0,0,29,26-40
20250349,2025-03-25,11:45,"Tirur Road, Malappuram",Malappuram,10.914001,75.915161,South,Car,Heatwave,City Road,Daylight,Minor,Vehicle malfunction,2,0,18,<26
20250350,2025-09-13,22:22,"NH-66, Edapally Junction, Kochi",Ernakulam,10.029216,76.306755,South,Motorcycle,Rainy,State Highway,Darkness (Lit),Minor,Vehicle malfunction,3,0,18,<26
20250351,2025-04-08,16:55,"Kuttanad Road, Alappuzha",Alappuzha,9.392221,76.429048,South,Car,Clear,City Road,Daylight,Minor,Using phone while driving,2,0,56,41-60
20250352,2025-06-26,15:00,"Kakkanad, Kochi",Ernakulam,10.007101,76.345666,South,Motorcycle,Rainy,City Road,Daylight,Minor,Poor road condition,3,0,25,<26
20250353,2025-12-25,02:16,"Kottarakkara Junction, Kollam",Kollam,9.005923,76.775101,South,Motorcycle,Clear,National Highway,Darkness (Lit),Minor,Drunk driving,1,0,30,26-40
20250354,2025-06-14,03:48,"NH-66, Kazhakkoottam, Thiruvananthapuram",Thiruvananthapuram,8.554682,76.868051,South,Auto-rickshaw,Rainy,City Road,Darkness (Unlit),Minor,Sleep deprivation,0,0,48,41-60
20250355,2025-12-11,16:40,"Chalakudy Road, Thrissur",Thrissur,10.294801,76.332419,South,Motorcycle,Clear,State Highway,Daylight,Minor,Overloading,2,0,18,<26
20250356,2025-02-25,02:53,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.542479,76.918674,South,Car,Clear,Rural Road,Darkness (Lit),Major,Road rage,1,0,34,26-40
20250357,2025-11-13,23:29,"Chalakudy Road, Thrissur",Thrissur,10.30172,76.331686,South,Car,Clear,City Road,Darkness (Unlit),Major,Wrong-side driving,6,0,34,26-40
20250358,2025-10-16,15:08,"Vytilla Junction, Kochi",Ernakulam,9.94733,76.305222,South,Motorcycle,Stormy,City Road,Daylight,Minor,Tailgating,2,0,22,<26
20250359,2025-12-08,07:09,"Chalakudy Road, Thrissur",Thrissur,10.309389,76.33021,South,Bicycle,Clear,City Road,Daylight,Minor,Animal crossing,2,0,50,41-60
20250360,2025-08-04,16:00,"Guruvayur Road, Thrissur",Thrissur,10.58933,76.034678,South,Motorcycle,Rainy,City Road,Daylight,Minor,Brake failure,1,0,30,26-40
20250361,2025-11-12,15:48,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.545769,76.933595,South,Car,Rainy,City Road,Daylight,Major,Distracted driving,7,0,38,26-40
20250362,2025-09-22,21:26,"Chalakudy Road, Thrissur",Thrissur,10.303886,76.330585,South,SUV,Rainy,Rural Road,Darkness (Lit),Minor,Vehicle malfunction,2,0,47,41-60
20250363,2025-11-27,09:03,"Kozhinjampara Road, Palakkad",Palakkad,10.730294,76.837862,South,Car,Rainy,Residential Street,Daylight,Fatal,Road rage,9,4,45,41-60
20250364,2025-08-09,15:44,"Tirur Road, Malappuram",Malappuram,10.902451,75.920952,South,Car,Rainy,Rural Road,Daylight,Minor,Tailgating,0,0,35,26-40
20250365,2025-07-08,07:04,"NH-66, Kozhikode Bypass",Kozhikode,11.253477,75.781811,South,Scooter,Rainy,City Road,Daylight,Minor,Vehicle malfunction,2,0,25,<26
20250366,2025-09-19,11:17,"Seaport-Airport Road, Kochi",Ernakulam,10.023288,76.343544,South,Auto-rickshaw,Rainy,State Highway,Daylight,Minor,Vehicle malfunction,1,0,51,41-60
20250367,2025-08-13,07:12,"Kesavadasapuram Junction, Thiruvananthapuram",Thiruvananthapuram,8.539882,76.93507,South,Truck,Rainy,National Highway,Daylight,Minor,Over-speeding,1,0,45,41-60
20250368,2025-08-30,16:39,"Thalassery Road, Kannur",Kannur,11.753486,75.483313,South,Truck,Rainy,City Road,Daylight,Minor,Signal violation,0,0,33,26-40
20250369,2025-09-21,13:14,"Vythiri Ghat Road, Wayanad",Wayanad,11.518019,76.049193,South,Motorcycle,Rainy,Rural Road,Daylight,Minor,Vehicle malfunction,1,0,30,26-40
20250370,2025-10-20,07:57,"Kesavadasapuram Junction, Thiruvananthapuram",Thiruvananthapuram,8.540181,76.948287,South,Auto-rickshaw,Rainy,State Highway,Daylight,Major,Overloading,2,0,18,<26
20250371,2025-03-07,18:21,"NH-66, Edapally Junction, Kochi",Ernakulam,10.034556,76.299496,South,Scooter,Cloudy,City Road,Twilight,Minor,Drunk driving,3,0,32,26-40
20250372,2025-01-02,06:38,"Marine Drive, Kochi",Ernakulam,9.971561,76.285551,South,Auto-rickshaw,Clear,City Road,Daylight,Major,Poor road condition,1,0,49,41-60
20250373,2025-05-08,14:35,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.555509,76.93093,South,Motorcycle,Clear,National Highway,Daylight,Minor,Over-speeding,3,0,23,<26
20250374,2025-09-22,14:13,"Attingal Bypass, Thiruvananthapuram",Thiruvananthapuram,8.704476,76.819522,South,Truck,Rainy,City Road,Daylight,Minor,Using phone while driving,3,0,46,41-60
20250375,2025-10-27,16:22,"Vadakkanchery Road, Thrissur",Thrissur,10.525967,76.51075,South,Truck,Rainy,Rural Road,Daylight,Minor,Using phone while driving,1,0,18,<26
20250376,2025-05-19,13:24,"Vytilla Junction, Kochi",Ernakulam,9.950008,76.311183,South,Truck,Heatwave,City Road,Daylight,Minor,Road rage,0,0,47,41-60
20250377,2025-05-07,07:05,"Ottappalam Bypass, Palakkad",Palakkad,10.765667,76.377819,South,Motorcycle,Heatwave,Rural Road,Daylight,Minor,Overloading,0,0,18,<26
20250378,2025-07-03,17:50,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.486979,76.950298,South,Motorcycle,Stormy,City Road,Daylight,Minor,Overloading,3,0,38,26-40
20250379,2025-02-06,08:27,"Guruvayur Road, Thrissur",Thrissur,10.602495,76.055417,South,Motorcycle,Clear,City Road,Daylight,Fatal,Over-speeding,9,5,26,26-40
20250380,2025-07-16,17:33,"Changanacherry Bypass, Kottayam",Kottayam,9.444989,76.542654,South,Car,Rainy,City Road,Daylight,Minor,Over-speeding,0,0,21,<26
20250381,2025-02-21,18:18,"NH-66, Kannur Bypass",Kannur,11.865565,75.358519,South,Motorcycle,Cloudy,Rural Road,Twilight,Major,Bad lighting,4,0,18,<26
20250382,2025-07-21,14:53,"Aluva Bypass, Ernakulam",Ernakulam,10.105762,76.355085,South,Car,Foggy,City Road,Daylight,Minor,Distracted driving,1,0,25,<26
20250383,2025-03-24,14:53,"NH-544, Thrissur Bypass",Thrissur,10.52948,76.212943,South,Motorcycle,Clear,Rural Road,Daylight,Minor,Lane changing without signal,3,0,18,<26
20250384,2025-04-21,07:43,"Perumbavoor Road, Ernakulam",Ernakulam,10.112301,76.484819,South,Motorcycle,Clear,State Highway,Daylight,Fatal,Drunk driving,6,3,27,26-40
20250385,2025-06-10,10:58,"Aluva Bypass, Ernakulam",Ernakulam,10.114256,76.363167,South,Van,Rainy,City Road,Daylight,Minor,Wrong-side driving,2,0,23,<26
20250386,2025-06-29,01:10,"Guruvayur Road, Thrissur",Thrissur,10.588685,76.033165,South,Auto-rickshaw,Rainy,City Road,Darkness (Lit),Minor,Overloading,0,0,26,26-40
20250387,2025-08-18,11:02,Kannur-Mananthavady Road,Kannur,11.866222,75.680535,South,Motorcycle,Rainy,State Highway,Daylight,Minor,Over-speeding,0,0,18,<26
20250388,2025-10-20,08:52,"Kozhinjampara Road, Palakkad",Palakkad,10.730304,76.847146,South,Auto-rickshaw,Cloudy,National Highway,Daylight,Major,Sleep deprivation,4,0,51,41-60
20250389,2025-08-20,14:33,"Sultan Bathery Road, Wayanad",Wayanad,11.671351,76.260395,South,Bus,Rainy,State Highway,Daylight,Fatal,Sleep deprivation,1,5,54,41-60
20250390,2025-12-14,17:38,"NH-66, Edapally Junction, Kochi",Ernakulam,10.021565,76.309702,South,Motorcycle,Clear,National Highway,Daylight,Fatal,Over-speeding,5,2,27,26-40
20250391,2025-09-22,15:07,"Manjeri Bypass, Malappuram",Malappuram,11.119925,76.11499,South,Lorry,Rainy,City Road,Daylight,Major,Tire burst,2,0,36,26-40
20250392,2025-12-07,01:33,"Changanacherry Bypass, Kottayam",Kottayam,9.430886,76.551345,South,Car,Clear,National Highway,Darkness (Lit),Major,Distracted driving,2,0,35,26-40
20250393,2025-06-18,13:58,"NH-66, Kannur Bypass",Kannur,11.86336,75.365011,South,Motorcycle,Cloudy,Rural Road,Daylight,Major,Signal violation,4,0,21,<26
20250394,2025-06-18,16:57,"Chalakudy Road, Thrissur",Thrissur,10.307759,76.323697,South,Car,Rainy,City Road,Daylight,Minor,Tailgating,0,0,45,41-60
20250395,2025-06-06,17:10,"Thalassery Road, Kannur",Kannur,11.748936,75.485588,South,Car,Rainy,City Road,Daylight,Minor,Wrong-side driving,0,0,19,<26
20250396,2025-04-27,18:05,"Perinthalmanna Road, Malappuram",Malappuram,10.97184,76.231897,South,Van,Heatwave,Rural Road,Twilight,Major,Road rage,6,0,35,26-40
20250397,2025-09-06,08:17,"Kakkanad, Kochi",Ernakulam,10.004663,76.349212,South,Bicycle,Rainy,City Road,Daylight,Minor,Using phone while driving,3,0,18,<26
20250398,2025-09-16,07:44,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.475045,76.941372,South,Auto-rickshaw,Rainy,Rural Road,Daylight,Minor,Lane changing without signal,3,0,49,41-60
20250399,2025-09-14,15:59,"Mavoor Road, Kozhikode",Kozhikode,11.249652,75.803184,South,Scooter,Rainy,City Road,Daylight,Minor,Over-speeding,3,0,20,<26
20250400,2025-09-10,14:51,"MC Road, Kottayam",Kottayam,9.582338,76.513957,South,Motorcycle,Rainy,National Highway,Daylight,Major,Over-speeding,4,0,22,<26
20250401,2025-05-17,17:27,"NH-66, Kuttippuram, Malappuram",Malappuram,10.859539,75.950153,South,Motorcycle,Rainy,City Road,Daylight,Minor,Animal crossing,0,0,19,<26
20250402,2025-07-22,17:06,"Perinthalmanna Road, Malappuram",Malappuram,10.970276,76.214924,South,Bus,Rainy,National Highway,Daylight,Minor,Over-speeding,2,0,18,<26
20250403,2025-02-11,13:32,"NH-66, Kundara, Kollam",Kollam,8.982892,76.702312,South,Bus,Foggy,Residential Street,Daylight,Minor,Tailgating,2,0,18,<26
20250404,2025-07-13,14:08,"Ottappalam Bypass, Palakkad",Palakkad,10.765138,76.377986,South,Truck,Rainy,National Highway,Daylight,Minor,Over-speeding,3,0,55,41-60
20250405,2025-07-07,07:48,"NH-66, Kasaragod Bypass",Kasaragod,12.499414,74.984321,South,Auto-rickshaw,Cloudy,State Highway,Daylight,Major,Over-speeding,7,0,36,26-40
20250406,2025-04-05,18:19,"Tirur Road, Malappuram",Malappuram,10.920205,75.927744,South,Truck,Heatwave,Rural Road,Twilight,Major,Tire burst,7,0,37,26-40
20250407,2025-10-17,07:50,"Marine Drive, Kochi",Ernakulam,9.97551,76.277198,South,Car,Clear,National Highway,Daylight,Minor,Lane changing without signal,0,0,38,26-40
20250408,2025-03-01,08:39,"Ottappalam Bypass, Palakkad",Palakkad,10.776246,76.388613,South,Scooter,Stormy,Rural Road,Daylight,Minor,Brake failure,1,0,31,26-40
20250409,2025-03-27,12:47,"Perumbavoor Road, Ernakulam",Ernakulam,10.10513,76.469404,South,Motorcycle,Clear,Rural Road,Daylight,Major,Overloading,4,0,19,<26
20250410,2025-12-06,21:22,"Guruvayur Road, Thrissur",Thrissur,10.596886,76.03299,South,Motorcycle,Rainy,City Road,Darkness (Lit),Minor,Road rage,3,0,21,<26
20250411,2025-11-27,11:55,"Mavoor Road, Kozhikode",Kozhikode,11.246815,75.819075,South,Auto-rickshaw,Cloudy,State Highway,Daylight,Major,Distracted driving,3,0,29,26-40
20250412,2025-06-14,18:44,"Kalpetta-Mananthavady Road, Wayanad",Wayanad,11.597879,76.090068,South,Truck,Rainy,National Highway,Twilight,Major,Wrong-side driving,6,0,45,41-60
20250413,2025-03-02,16:14,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.48886,76.943142,South,Motorcycle,Cloudy,State Highway,Daylight,Minor,Lane changing without signal,2,0,20,<26
20250414,2025-12-20,14:01,"Guruvayur Road, Thrissur",Thrissur,10.585545,76.037336,South,Lorry,Clear,City Road,Daylight,Major,Overloading,7,0,50,41-60
20250415,2025-02-08,11:26,"Aluva Bypass, Ernakulam",Ernakulam,10.107161,76.367085,South,Truck,Rainy,City Road,Daylight,Major,Wrong-side driving,6,0,43,41-60
20250416,2025-02-21,20:55,"Paravur Road, Kollam",Kollam,8.796384,76.674453,South,Auto-rickshaw,Clear,State Highway,Darkness (Lit),Major,Signal violation,4,0,38,26-40
20250417,2025-09-06,06:51,"Vadakkanchery Road, Thrissur",Thrissur,10.523413,76.521205,South,Motorcycle,Rainy,National Highway,Daylight,Minor,Wrong-side driving,1,0,20,<26
20250418,2025-11-17,15:16,"NH-66, Alappuzha Bypass",Alappuzha,9.491946,76.338129,South,Motorcycle,Rainy,Rural Road,Daylight,Fatal,Over-speeding,9,1,40,26-40
20250419,2025-08-06,02:47,"NH-66, Edapally Junction, Kochi",Ernakulam,10.030099,76.316817,South,Motorcycle,Rainy,National Highway,Darkness (Unlit),Major,Brake failure,7,0,28,26-40
20250420,2025-02-28,15:29,"NH-66, Edapally Junction, Kochi",Ernakulam,10.031564,76.302346,South,Auto-rickshaw,Cloudy,National Highway,Daylight,Major,Distracted driving,7,0,35,26-40
20250421,2025-04-26,07:10,"Ottappalam Bypass, Palakkad",Palakkad,10.782598,76.387052,South,Bus,Heatwave,Rural Road,Daylight,Minor,Pedestrian error,1,0,41,41-60
20250422,2025-05-22,08:48,"Kuttanad Road, Alappuzha",Alappuzha,9.400816,76.412809,South,Motorcycle,Cloudy,National Highway,Daylight,Fatal,Over-speeding,9,2,38,26-40
20250423,2025-06-17,12:00,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.487159,76.953748,South,Motorcycle,Stormy,Residential Street,Daylight,Minor,Bad lighting,2,0,18,<26
20250424,2025-03-14,08:25,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.549111,76.931952,South,Car,Clear,National Highway,Daylight,Major,Lane changing without signal,7,0,51,41-60
20250425,2025-08-08,21:54,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.535285,76.937089,South,Motorcycle,Rainy,State Highway,Darkness (Lit),Major,Distracted driving,6,0,18,<26
20250426,2025-07-17,15:56,"NH-66, Kundara, Kollam",Kollam,8.989187,76.691366,South,Car,Rainy,Rural Road,Daylight,Minor,Wrong-side driving,1,0,37,26-40
20250427,2025-03-03,12:00,"Aluva Bypass, Ernakulam",Ernakulam,10.114263,76.359224,South,Truck,Heatwave,City Road,Daylight,Major,Drunk driving,2,0,19,<26
20250428,2025-05-23,16:16,"Paravur Road, Kollam",Kollam,8.781081,76.672046,South,SUV,Clear,Residential Street,Daylight,Major,Using phone while driving,6,0,40,26-40
20250429,2025-11-23,14:24,"Kuttanad Road, Alappuzha",Alappuzha,9.392728,76.419449,South,Auto-rickshaw,Clear,Rural Road,Daylight,Minor,Sleep deprivation,0,0,34,26-40
20250430,2025-10-14,13:54,Palakkad-Coimbatore Highway (NH-544),Palakkad,10.796847,76.649741,South,Motorcycle,Clear,Residential Street,Daylight,Fatal,Wrong-side driving,4,2,27,26-40
20250431,2025-12-15,16:12,"Aluva Bypass, Ernakulam",Ernakulam,10.113237,76.368405,South,Motorcycle,Cloudy,State Highway,Daylight,Major,Overloading,4,1,21,<26
20250432,2025-06-12,15:56,"Calicut Beach Road, Kozhikode",Kozhikode,11.26444,75.763806,South,Bus,Rainy,State Highway,Daylight,Minor,Over-speeding,3,0,39,26-40
20250433,2025-02-25,16:01,"Kozhinjampara Road, Palakkad",Palakkad,10.729671,76.832438,South,Motorcycle,Clear,National Highway,Daylight,Major,Over-speeding,2,0,20,<26
20250434,2025-05-06,10:19,"Kesavadasapuram Junction, Thiruvananthapuram",Thiruvananthapuram,8.53627,76.952579,South,Motorcycle,Clear,City Road,Daylight,Minor,Signal violation,0,0,29,26-40
20250435,2025-05-01,14:22,"Kesavadasapuram Junction, Thiruvananthapuram",Thiruvananthapuram,8.526906,76.932203,South,Auto-rickshaw,Rainy,National Highway,Daylight,Minor,Over-speeding,3,0,48,41-60
20250436,2025-10-11,14:07,"Seaport-Airport Road, Kochi",Ernakulam,10.034757,76.344327,South,Car,Rainy,State Highway,Daylight,Minor,Over-speeding,2,0,36,26-40
20250437,2025-06-20,14:29,"Paravur Road, Kollam",Kollam,8.781025,76.673375,South,Car,Rainy,National Highway,Daylight,Fatal,Over-speeding,7,2,33,26-40
